Series Name,"Series Code","Country Name","Country Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Central African Republic","CAF","-2.48945009948959","4.46478264136225","3.61648801657633","-5.39746923460588","5.99499172207088","0.908086101554332","7.60033826370163","8.12280342733702","3.89208226491652","8.90713187756987","6.63541545531029","3.29996076660602","4.09997379188825"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Chad","TCD","-0.879681020829793","11.6581346489702","8.49120982354951","14.7216670102991","33.6293718504472","17.3325337360779","0.648262014437933","3.27149957972065","3.05269153154927","4.21769555104139","13.5501008603894","0.0828697988818305","8.88257607049945"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Channel Islands","CHI","5.82664146877414","-1.51296126027492","-1.63220659761086","-3.2021569420495","0.224197396296688","1.37773415696347","4.88229936411577","5.8983296614699","..","..","..","..",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Chile","CHL","4.49579299704456","3.34818039061955","2.16690863385745","3.95674848146589","6.04108673916474","5.55945253084518","4.40497269030689","5.16082559987021","3.29245488837884","-1.03643093595286","5.76297156757445","5.83893506632013","5.38175636687043"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","China","CHN","7.61983600000001","8.30031799999979","9.08206800000006","10.0253790000005","10.0850399999994","11.3100350000001","12.6765340000001","14.1623950000002","9.63466800000018","9.21419899999975","10.4469890000001","9.29988500000012","7.65255299999971"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Colombia","COL","4.41999299958367","1.67789830770366","2.5039804654986","3.9182719036083","5.33302206745392","4.70655593383118","6.69751525770528","6.90062765541222","3.54680488578107","1.65154924529054","3.9718007047375","6.58951151557116","4.04902580328694"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Comoros","COM","1.41785266081011","3.32920857248172","4.14941459748005","2.47461773700306","-0.239934107648054","4.22988560761979","1.24215045863134","0.490990939913132","0.974927218974969","1.81021830118353","2.05122955431223","2.22720317087773","2.96114006803303"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Congo, Dem. Rep.","ZAR","-6.91092731544278","-2.10017302552295","2.94776518419376","5.57782231128925","6.73837393229988","6.13515115589797","5.32097956548998","6.2594777645369","6.2258942691156","2.8550640096969","7.07889546846434","6.86463336724745","7.15786439923698"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Congo, Rep.","COG","7.57598039215685","3.80260190016178","4.58187006145742","0.813264074715363","3.47663162277505","7.75575897797003","6.23599701269603","-1.58222275248771","5.57226417724033","7.46887802996143","8.75165579945249","3.42062127144951","3.79999585178467"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Costa Rica","CRI","1.80082459954953","1.07639631702581","2.90218509100173","6.40451078321793","4.25945277360225","5.88637731275065","8.77964095890734","7.93534051473679","2.7316204215889","-1.01571886151348","4.95432052677604","4.51022059810154","5.13385071120429"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cote d'Ivoire","CIV","-3.70020469217445","-0.021230470807879","-1.43080815346197","-1.5553646630093","1.79385515299944","1.25596795869139","0.683970708573511","1.71441215911376","2.21343463031403","3.64848396829758","2.36245785524889","-4.72084642913832","9.49600000000007"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Croatia","HRV","3.7503877940273","3.65599794537559","4.87826570736669","5.37106762984556","4.12843723725791","4.27980580530021","4.9352396936893","5.05992935056771","2.08433751911421","-6.94720474061523","-2.27232406398551","-0.234803687121087","-1.86971643437904"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cuba","CUB","5.91586571429636","3.18223018586652","1.42859080980595","3.79136459698786","5.77087884118474","11.2017130777526","12.0658060168787","7.26213696647955","4.11682804164668","1.44911676322342","2.38824646185709","2.71033945089445",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Curacao","CUW","..","..","..","..","..","..","..","..","..","..","..","..",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cyprus","CYP","5.04280271525752","4.02555160043916","2.09123626106408","1.93407012195121","4.22469389662585","3.90996323199712","4.12531285060844","5.13054289266472","3.62661620939765","-1.6661594643944","1.29999999999998","0.400000000000006","-2.40000000000001"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Czech Republic","CZE","4.18565050561834","3.09734964402067","2.14930005496103","3.7661744319703","4.74259084559326","6.75245079146475","7.02038089174263","5.73513073438856","3.09900169338621","-4.50713880172","2.46931148375886","1.81861320763204","-1.02111925537589"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Denmark","DNK","3.52865588902034","0.704834102591832","0.465848280239427","0.383831163305246","2.29648704351877","2.44514792409049","3.39471039445218","1.58326208570496","-0.783852225186536","-5.66631559075147","1.38685910348877","1.0712864202645","-0.358728262056644"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Djibouti","DJI","0.416213963968644","2.04776437491121","2.61856239792904","3.19995932750854","3.82647608788854","3.1696011560058","4.79986468267161","5.10006138735422","5.79996261856923","4.99950314125141","4.45019296087152","5.38513425082303","3.00349643669158"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Dominica","DMA","-5.60635336941645","-0.0658183331430422","-2.13151131507335","7.39231874307482","3.02961642877622","-0.817460522659829","9.51247776418751","5.88954357120221","7.86825251601098","-1.1874469889737","1.20171673819742","0.254452926208643","-1.18443316412859"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Dominican Republic","DOM","5.65660488632848","1.80922948461375","5.78820731210479","-0.253358805450944","1.3119582173961","9.26275007202841","10.6711548463984","8.47462477828749","5.25564944409108","3.45405445889611","7.75122086640137","4.48291463140413","3.88768260056287"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Ecuador","ECU","1.0918015643576","4.01562989958492","4.09677665885357","2.72287733695474","8.21102091734038","5.29130826699402","4.40352643383186","2.1900639722454","6.35713059990832","0.566491592100093","2.95307730167376","7.83463236856632","5.12326767563232"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Egypt, Arab Rep.","EGY","5.36800598523328","3.53522567186172","2.3704890878677","3.19351769804801","4.0920716112561","4.47174447174446","6.84383819379102","7.08782742681062","7.15628356605784","4.68612955769972","5.14661879114291","1.76242458736475","2.21302890692887"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","El Salvador","SLV","2.1526524965072","1.70893639622891","2.34082274762719","2.30003827018751","1.85053558290625","3.56281450102232","3.91194864459077","3.8397651770274","1.27422730111427","-3.13304628167124","1.36478366726975","2.21683561040105","1.88095546069935"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Equatorial Guinea","GNQ","18.2137799532578","63.3798754277409","19.4628340326209","13.9552503200536","37.9987268547912","9.74872759974221","1.25974720350163","13.136366184901","12.2720036168326","-8.06296064927091","-1.30025642760805","4.99803864376334","3.21718167941853"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Eritrea","ERI","-3.14198674619732","8.75543631332867","3.00542865063566","-2.65551536421739","1.45173436253845","2.57444960122717","-0.969216372825045","1.42682175033686","-9.78302974626351","3.8765019203215","2.19418976921179","8.67980038573093","7.01710885197124"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Estonia","EST","9.69717486287078","6.28164438827308","6.56042853419731","7.76538671254244","6.34283696300923","8.85349662729919","10.0973433022368","7.49220390333917","-4.15135533486941","-14.0983389216133","2.56499090709814","9.55792472665236","3.93890713762555"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Ethiopia","ETH","6.07285930938413","8.30143188171049","1.51471578961608","-2.16108248175409","13.5723612957094","11.8188444231236","10.834627010512","11.4560195802166","10.7885547225301","8.80248346842818","12.5505439890864","11.1782880583305","8.72531290775824"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Faeroe Islands","FRO","..","..","..","..","..","..","..","..","..","..","..","..",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Fiji","FJI","-1.70000000000007","1.99999999999991","3.20000000000007","1.00000000000004","5.29999999999995","0.700000000000031","1.85248333104266","-0.85065445517931","1.03279478908247","-1.27236757128459","0.111136994032847","1.86766592060256","2.20212802369855"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Finland","FIN","5.32375132456421","2.28374749423182","1.83412960196428","2.01243336674042","4.12487096429777","2.91605986640108","4.41059233079102","5.33522521204137","0.293570444825647","-8.53861257332844","3.36303232646478","2.82485155831932","-1.00806701446105"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","France","FRA","3.68011170694125","1.83566529508666","0.928852700427015","0.899498051818","2.54467119083024","1.82650451358828","2.46685888490141","2.28521300853373","-0.0806681359423749","-3.14706948858891","1.72477559478867","2.0268748192903","0.013879298404504"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","French Polynesia","PYF","4.0000003434361","..","..","..","..","..","..","..","..","..","..","..",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Gabon","GAB","-1.88296639629201","2.13167995276055","-0.267154255319142","2.47519218346561","1.34601560044571","3.02159585679934","1.18118768964021","5.55335388659582","0.999807338404125","-2.89999999999978","6.69999999999995","7.10000000000002","5.60000000000002"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Gambia, The","GMB","5.50000000000013","5.80000000000003","-3.25000037845471","6.86999999999958","7.05000000000055","-0.941676149617649","1.12409961936244","3.63102583200823","5.73464197523039","6.44969584328621","6.52629744359075","-4.29512167215994","6.05483032689422"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Georgia","GEO","1.83834114667299","4.80545174190894","5.47383939349318","11.058101011805","5.85733023757552","9.59964057508149","9.38327661239524","12.3440000000001","2.31404709594358","-3.77577396110856","6.25302758084771","6.9534997141743","6.18001001016391"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Germany","DEU","3.05764943199915","1.51437107242197","0.0101481631824782","-0.37544393708778","1.16113261356692","0.684655658477638","3.69999999999999","3.26904532304727","1.08320104584929","-5.14549653579677","4.01246591351772","3.33333333333334","0.688655309894884"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Ghana","GHA","3.69999999999978","4.00000000000007","4.50000000000048","5.19999999999999","5.5999999999993","5.90000384813419","6.40000000000012","6.45973558013591","8.430504082678","3.99125610174045","8.00703660817672","15.0070716108841","8.78980617681435"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Greece","GRC","4.47740570288848","4.19717464243465","3.43940737021509","5.9437904794728","4.36760435558341","2.28035387829644","5.50751888284069","3.53617842626002","-0.215109170092362","-3.13663592099583","-4.94369952316525","-7.10581886432816","-6.97265005162348"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Greenland","GRL","7.1015970098539","1.26903553299489","-0.971177944862205","-0.379626700411194","2.66751349634799","1.97958552428084","4.46898089171985","5.51305977922108","0.345909084286461","-5.41198629373936","..","..",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Grenada","GRD","2.50324460302839","-2.09498108838669","3.64747371179345","9.63991729268719","-1.0285656754085","13.5154877586611","-3.86112771280546","5.19920631078119","0.949050949050957","-6.63038099950519","-0.47694753577106","0.745473908413203","-1.7970401691332"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Guam","GUM","..","..","..","..","..","..","..","..","..","..","..","..",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Guatemala","GTM","3.60886870041422","2.33254430076826","3.86663836307253","2.53083795523281","3.15203051279511","3.26016269226339","5.3797339283358","6.3040721447631","3.28109531185665","0.526037754238189","2.8694814490876","4.16205035448264","2.96983289696597"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Guinea","GIN","2.5030605615421","3.65834647072822","5.16460946596378","1.24860126026398","2.34011731200683","2.99727256174884","2.49672856892511","1.75768235078337","4.93693270942804","-0.280192286498533","1.93621742273362","3.90876145024224","3.9441119885518"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Guinea-Bissau","GNB","3.64164114895038","7.22487917513904","1.99935417587329","-4.9383425362817","-0.747583878182169","4.92378010133687","-1.9818395454809","6.03882218438014","3.22100000000015","2.99600000000011","3.47199999999994","5.33900000000003","-1.45000000000013"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Guyana","GUY","-1.37672750116825","2.24999929205777","1.05100077178253","-1.00525528212451","3.29392479204218","-1.95691113128747","5.129609346477","-3.64051732405365","1.9766470577781","3.31862417043109","4.37086941707121","5.43712605818867","4.81645891708615"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Haiti","HTI","0.875239923224555","-1.04269731334196","-0.261498231041372","0.362430598396045","-3.51133307721859","1.79168657429527","2.25299225533912","3.34327901461251","0.843944329286344","3.08324768756422","-5.49779233727389","5.52373775433308","2.88509605084624"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Honduras","HND","5.74814814814823","2.72319327321379","3.75433786119939","4.54703805165397","6.23230296069102","6.05091606137177","6.56699986032905","6.18825274183057","4.23186412307757","-2.43187501464355","3.73127014795666","3.83556072778237","3.86313911386173"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Hong Kong SAR, China","HKG","7.66338892721441","0.560875289332714","1.65675021774896","3.05630361668941","8.70011839007239","7.38816218862178","7.03269473413648","6.46484518252302","2.12791253896674","-2.45915373124423","6.76765406471395","4.78610512569378","1.54860495942421"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Hungary","HUN","4.22523752619226","3.71220303509901","4.50610829072076","3.8504236272104","4.79718611389852","3.96443400146154","3.8971612818311","0.11469915546482","0.89415160072241","-6.79862451281815","1.25815287552346","1.60000000000009","-1.70000000000003"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Iceland","ISL","4.32466082472646","3.9216019516697","0.138960287794745","2.43441290748383","7.83580088704821","7.22998095972096","4.70897078233561","5.98500020909552","1.18806339843418","-6.56176289378439","-4.09877748587019","2.6552186843991","1.46295935622082"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","India","IND","3.84099115689831","4.82396626398818","3.80397532127252","7.86038147545311","7.92293661300434","9.28483150736747","9.26396475893657","9.80136033671495","3.89095706249574","8.47978389690223","10.2599630645545","6.63836379999492","4.73627963536627"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Indonesia","IDN","4.92006459731877","3.64346644721547","4.49947539085689","4.78036912167579","5.03087394501789","5.69257130383465","5.50095178520269","6.34502224454879","6.01370250263284","4.62887224809636","6.22385418062336","6.48563283995378","6.26367050979076"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Iran, Islamic Rep.","IRN","5.14316253608307","3.66967194834666","7.51559815830004","7.11468121677565","5.08405151386935","4.62340540246431","5.89393609879252","7.82478831862593","0.579999999999998","3.94000000000001","5.89000000000004","2.99999999999999","2.99999996928901"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Iraq","IRQ","..","2.30531698403631","-6.90018022342166","-33.1008380241369","54.1577746161598","4.40061719196881","10.1581995819406","1.37759814759862","6.60886486664771","5.80896656006003","6.89883919825733","9.68290085288028","9.15632793017456"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Ireland","IRL","10.648340563091","4.98505803313253","5.41714006409836","3.72973664066888","4.19978907331991","6.08048685701542","5.50517826201822","4.97018978126815","-2.16038763918571","-6.38444442057207","-1.06316345520938","2.16869505758422","0.157032325638752"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Isle of Man","IMY","5.33836427855073","5.37616633442804","5.86897488404246","6.3277788827337","5.2","5.89999999999999","7.69999999999999","7.5","..","..","..","..",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Israel","ISR","9.25487811507742","-0.223359908002251","-0.575534253153791","1.51218479121076","4.84431788651511","4.94043515067943","5.59422763132289","6.92120999597302","4.45357999643194","1.24788000577314","5.66445000003668","4.57352879764777","3.35185000395735"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Italy","ITA","3.65359607097832","1.86262744990462","0.451436252809927","-0.0465783005399061","1.73066527769399","0.931267136067277","2.19892380362565","1.6830627398507","-1.15623148617375","-5.49440723259049","1.72328845231178","0.449507129350195","-2.36768112313339"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Jamaica","JAM","0.878703546413348","1.34492955559342","..","..","..","..","..","1.40000000000001","-0.714065463154242","-4.41122099220618","-1.48002689659687","1.70315008474076","0.724298565893605"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Japan","JPN","2.25749530217875","0.355461714842022","0.289548450890578","1.6851117217731","2.36073011346643","1.30272814427923","1.69290424491142","2.19218623250306","-1.04163603443149","-5.52697648866548","4.65203015430924","-0.452724839089157","1.44695189401081"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Jordan","JOR","4.23981750254832","5.27137011165573","5.79238543383013","4.1637511068319","8.56273846469209","8.13698208274887","8.12011838124236","8.17571832673241","7.23240868062966","5.47658172236203","2.33682982969367","2.56080898433405","2.65159434357525"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Kazakhstan","KAZ","9.79999999999994","13.5","9.80000000000001","9.29999999999988","9.60000000000001","9.70000000000009","10.6999999999095","8.89999999912592","3.30000000086889","1.20000000022631","7.29999999911479","7.50000000034736","5.00000000033749"
